Administrative_Area,Cuisine,Restaurant_id,Restaurant_Name,Restaurant_Lat,Restaurant_Lon
DUBLIN CITY,French,57463098498e28bbbf0cef64,Meet Me In The Morning,53.335427152565735,-6.266161010916348
DUBLIN CITY,French,564e46d4498edada2eba2dbf,Suesey Street,53.33273148349633,-6.25246199337057
DUBLIN CITY,French,4b2a5a7cf964a5209da724e3,Lemon Jelly Café,53.347168753964645,-6.265365503960125
DUBLIN CITY,French,56ffbc7e498e5a389c68c0ed,Fia,53.31740276058032,-6.270351512464999
DUBLIN CITY,French,4dd39d83c65b69f9362f031e,Mes Amis,53.34788675944942,-6.264281038331441
DUBLIN CITY,French,53238256498e33bb299b7d1d,Brookwood Restaurant,53.33791145571863,-6.252599304734478
DUBLIN CITY,French,4af1a76ef964a520dde121e3,Metro Café,53.34117189020092,-6.263089856606339
DUBLIN CITY,French,50e84bb745b01135f30052bc,The French Paradox,53.33018091081431,-6.231942766086345
DUBLIN CITY,French,52835261498eb0c0fc60cb00,Joe's Coffee,53.348833,-6.264125
DUBLIN CITY,French,59ef7c67772fbc137e55fc26,Boeuf,53.342825,-6.262142
DUBLIN CITY,French,565b084c498ef429ad96ddc8,Le Petit Breton,53.36179111907108,-6.259581594933538
DUBLIN CITY,French,4af5a119f964a52093fa21e3,The Food Room,53.363105633147995,-6.219488796755275
DUBLIN CITY,French,4d25d6ef19ff3704e4911170,Matt The Thresher,53.33704987242939,-6.25177301994876
DUBLIN CITY,French,4bd2de2ea8b3a593cb99685f,Bloom Brasserie,53.33374357549518,-6.244836410330085
DUBLIN CITY,French,4ed24bb793ad987b4f492c07,Cinnamon,53.32282860309258,-6.252679824829102
DUBLIN CITY,French,4af48309f964a52056f321e3,Darwins,53.341293050227094,-6.265433250747266
DUBLIN CITY,French,528e701711d2da6dcb610905,The Dawson Brasserie,53.340699646831276,-6.258316133783292
DUBLIN CITY,French,5192144c7dd2a51c5d3d0b00,V'n V Restaurant,53.3405979829018,-6.27000153064727
DUBLIN CITY,French,4b92a090f964a5204d0b34e3,La Peniche,53.33336351840203,-6.248633400215986
DUBLIN CITY,French,4deb520c52b11677f052bfa0,Chesterfields Brasserie,53.34786373193827,-6.290980638043163
DUBLIN CITY,French,571b6f5f498e15fd23ed771d,Girl and the Goose Restaurant,53.32875420198304,-6.230765146815748
DUBLIN CITY,French,532ffa53498ebea7a1a4b16a,Marlborough Cafe,53.34997351395906,-6.2579572464836035
DUBLIN CITY,French,4b5de05ff964a520867129e3,The Gotham Café,53.34113350787257,-6.25955492276421
DUBLIN CITY,Greek,5575882a498e88c35fc6da40,Mykonos,53.344155677236394,-6.266453001917638
DUBLIN CITY,Greek,4e67bdb8d4c0d522463aab96,Corfu Restaurant,53.34471436910504,-6.267357416019023
DUBLIN CITY,Greek,5900e885d7627e48e58ee50f,Kostas,53.344324,-6.265789
DUBLIN CITY,Greek,4c4f3de779ffe21e6104541a,Paulie's Pizza,53.337259766693194,-6.234690803704816
